Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Fab_Total_SAP,Ch_A_Length,Ch_B_Length,Fab_Total_AAs,Chain_SASA,Chain_SAP,Num_Hydrophobic_Patches,Largest_Hydrophobic_Patch_Size,Largest_Hydrophobic_Patch_SASA,Max_Hydrophobic_Patch_Intensity,Mean_Hydrophobic_Patch_Intensity,Sum_Total_Hydrophobic_Patch_SASA,Top_Hydrophobic_Patch_Burden,Hydro_Dipole_Moment_X,Hydro_Dipole_Moment_Y,Hydro_Dipole_Moment_Z,Num_Aromatic_Patches,Largest_Aromatic_Patch_Size,Largest_Aromatic_Patch_SASA,Max_Aromatic_Patch_Intensity,Mean_Aromatic_Patch_Intensity,Sum_Total_Aromatic_Patch_SASA,Top_Aromatic_Patch_Burden,Net_Charge,Dipole_Moment_X,Dipole_Moment_Y,Dipole_Moment_Z,Complementary_Charge_Patches,Chain_Num_Hydrophobic_Patches,Chain_Largest_Hydrophobic_Patch_Size,Chain_Largest_Hydrophobic_Patch_SASA,Chain_Max_Hydrophobic_Patch_Intensity,Chain_Mean_Hydrophobic_Patch_Intensity,Chain_Sum_Total_Hydrophobic_Patch_SASA,Chain_Top_Hydrophobic_Patch_Burden,Chain_Hydro_Dipole_Moment_X,Chain_Hydro_Dipole_Moment_Y,Chain_Hydro_Dipole_Moment_Z,Chain_Num_Aromatic_Patches,Chain_Largest_Aromatic_Patch_Size,Chain_Largest_Aromatic_Patch_SASA,Chain_Max_Aromatic_Patch_Intensity,Chain_Mean_Aromatic_Patch_Intensity,Chain_Sum_Total_Aromatic_Patch_SASA,Chain_Top_Aromatic_Patch_Burden,Chain_Net_Charge,Chain_Dipole_Moment_X,Chain_Dipole_Moment_Y,Chain_Dipole_Moment_Z,Chain_Complementary_Charge_Patches
Larcaviximab,G1,Kappa,29003.24,-116.54,217,214,431,14458.88,-137.61,5,15,1257.52,0.6519,0.4416,2981.64,417.8361,7.365,-19.846,-6.576,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-203.887,206.502,-668.054,63,2,6,433.4,0.6519,0.5338,700.26,282.5284,4.703,2.816,-5.719,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-173.303,-36.752,-292.924,37
Lasrekibart,G1,Kappa,28886.85,-233.74,216,214,430,14809.34,-191.72,8,16,1610.66,0.9426,0.4785,4684.75,1469.7643,23.666,-0.551,3.186,0,0,0.0,0.0,0.0,0.0,0.0,4.51,443.279,88.975,171.61,69,4,8,823.02,1.0577,0.5267,2018.23,870.4861,10.831,9.206,2.448,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-13.082,-401.747,313.454,39
Latozinemab,G1,Kappa,26285.08,-200.29,220,219,439,12929.65,-266.76,5,13,1060.91,0.6144,0.2771,2635.2,424.1624,-4.676,-5.505,-3.72,1,4,367.82,91.9546,91.9546,367.82,33822.5909,4.52,-239.573,378.106,124.291,65,2,7,457.38,0.6144,0.5384,869.37,253.1195,-1.083,12.936,-0.157,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-189.628,-121.099,79.578,43
Lebrikizumab,G4,Kappa,28463.2,-157.37,202,218,420,13787.39,-213.99,7,14,1060.28,0.8023,0.4575,4000.71,606.718,-1.273,-4.179,-2.909,0,0,0.0,0.0,0.0,0.0,0.0,4.51,377.68,-801.003,14.662,64,2,7,413.21,0.8023,0.712,824.09,331.538,-0.985,-8.555,-7.717,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-56.379,26.385,180.103,40
Lecanemab,G1,Kappa,27572.66,-137.22,222,219,441,14515.38,-185.88,8,10,945.47,0.8824,0.4014,3492.85,834.2862,3.465,0.098,-0.439,1,4,489.39,122.3471,122.3471,489.39,59875.2285,6.33,-306.499,44.911,-353.639,65,3,7,404.44,0.6641,0.174,1144.04,268.5869,5.778,1.698,2.485,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-255.176,-210.375,121.688,39
Lecankitug,G1,Kappa,28462.25,-219.71,216,219,435,15617.71,-232.79,5,25,1847.39,0.569,0.2589,4336.92,1051.1067,-1.333,-0.737,7.856,0,0,0.0,0.0,0.0,0.0,0.0,7.24,-1139.919,-341.62,-134.246,70,4,9,764.84,0.5651,0.2728,1700.88,432.2405,2.249,-6.021,2.379,0,0,0.0,0.0,0.0,0.0,0.0,4.53,-588.877,-8.891,5.959,30
Lemzoparlimab,G4,Kappa,25840.02,-300.03,202,220,422,14146.0,-223.38,5,34,2313.88,1.1668,0.4987,3734.22,829.3841,-2.722,1.192,-11.138,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-134.054,-273.733,-127.056,72,2,6,348.5,1.1668,0.888,624.81,322.3841,-2.264,8.204,-2.732,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-509.163,-277.615,-281.274,36
Lenvervimab,G1,Kappa,26924.68,-181.7,227,214,441,13156.33,-200.2,7,19,1355.29,0.848,0.4699,3852.12,1036.1019,4.515,-1.056,-0.442,1,5,531.72,106.3432,106.3432,531.72,56544.3653,3.61,-241.17,573.015,445.297,70,5,6,440.16,0.848,0.3396,1654.78,373.2431,5.0,5.86,-5.777,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-74.945,-288.792,507.4,36
Lerdelimumab,G4,Lambda,26944.68,-218.53,199,215,414,13489.76,-216.75,7,30,2165.79,0.9077,0.4799,4707.28,696.4682,-0.122,-5.632,-4.86,1,6,512.86,85.4764,85.4764,512.86,43837.2602,5.42,-360.256,703.02,-23.992,69,4,20,1327.08,0.5957,0.4421,2268.99,486.5679,-8.303,-1.453,7.526,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-418.866,282.52,168.83,37
Leronlimab,G4,Kappa,25446.8,-184.36,206,219,425,13181.03,-224.54,7,18,1250.59,0.6845,0.2642,3696.68,317.7909,3.311,-1.35,-3.098,1,4,266.63,66.657,66.657,266.63,17772.6024,6.33,-292.944,521.348,408.374,70,4,5,362.87,0.6845,0.1903,1205.44,232.0346,3.685,5.222,-2.213,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-136.506,-54.583,304.237,42
Lesabelimab,G1,Kappa,27369.98,65.72,216,216,432,13255.71,-77.98,5,15,1112.01,1.2766,0.6175,3673.53,1015.8745,11.515,3.902,-7.522,1,4,660.71,165.1775,165.1775,660.71,109134.4168,4.52,75.782,-227.123,272.538,55,2,7,409.4,0.6182,0.5353,766.73,253.0972,3.99,-4.883,-5.459,0,0,0.0,0.0,0.0,0.0,0.0,2.71,52.737,-19.695,136.707,36
Levilimab,G1,Kappa,27776.62,-74.84,218,218,436,13713.73,-208.55,6,42,3886.23,0.5624,0.3155,6316.05,2185.6644,-3.577,-13.512,0.589,1,4,454.83,113.7081,113.7081,454.83,51718.107,4.52,540.38,-726.838,-394.498,58,6,7,394.54,0.5612,0.2731,1885.36,171.0048,-0.555,-8.613,-4.727,0,0,0.0,0.0,0.0,0.0,0.0,1.8,118.636,-144.509,174.936,34
Libevitug,G1,Lambda,21225.65,43.76,218,216,434,10596.65,-190.16,7,11,1017.14,0.8244,0.5061,3456.36,745.267,-4.531,-14.388,1.348,0,0,0.0,0.0,0.0,0.0,0.0,3.61,166.248,506.883,381.435,53,2,6,340.58,0.7327,0.241,620.78,249.5308,2.419,5.754,-5.266,0,0,0.0,0.0,0.0,0.0,0.0,1.8,160.366,-28.992,46.603,28
Ligelizumab,G1,Kappa,31214.01,-35.1,221,214,435,16832.05,-124.12,8,9,959.95,1.38,0.6277,4232.59,903.4022,-10.264,-2.791,1.593,1,5,671.94,134.3878,134.3878,671.94,90300.4051,6.33,506.832,-60.204,649.878,66,4,5,432.25,0.7832,0.4241,1385.01,338.5285,-1.789,15.608,2.153,0,0,0.0,0.0,0.0,0.0,0.0,2.71,277.842,3.658,100.046,32
Ligufalimab,G4,Kappa,27700.74,-173.1,201,214,415,14289.87,-215.95,5,18,951.99,0.6708,0.4872,2657.2,530.1162,-0.806,0.034,-6.424,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-172.214,593.029,186.267,67,4,8,376.22,0.6708,0.5965,1254.49,217.8602,-3.924,8.013,0.154,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-361.108,22.536,-262.093,35
Lirentelimab,G1,Kappa,27458.6,-236.36,218,213,431,13831.15,-189.12,8,14,834.76,0.6645,0.4284,3202.76,519.9918,6.666,-7.742,1.518,1,4,330.41,82.6023,82.6023,330.41,27292.548,5.42,495.064,-243.348,-307.728,56,4,8,485.38,1.217,0.677,1485.23,307.3612,0.892,-5.306,-1.406,0,0,0.0,0.0,0.0,0.0,0.0,2.71,151.458,104.195,-251.431,34
Lirilumab,G4,Kappa,24486.93,-193.01,207,214,421,12063.19,-222.34,6,10,746.46,0.8555,0.5998,2919.29,620.1691,-3.513,0.307,-2.813,1,5,542.42,108.4831,108.4831,542.42,58842.8958,3.6,220.568,-73.785,-139.029,72,1,7,385.34,0.6501,0.6501,385.34,250.5043,-4.289,-4.941,-7.313,0,0,0.0,0.0,0.0,0.0,0.0,1.8,408.872,-26.289,212.069,40
Litifilimab,G1,Kappa,27317.39,-80.28,220,218,438,13393.26,-240.6,6,10,807.52,1.0829,0.5678,3282.51,651.5759,8.58,6.234,-2.211,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-965.934,187.219,230.475,63,2,5,355.77,0.8376,0.72,639.93,238.0075,-0.315,10.866,0.817,0,0,0.0,0.0,0.0,0.0,0.0,1.79,-521.563,-509.875,-189.566,37
Livmoniplimab,G4,Kappa,24454.41,-376.86,210,214,424,11985.77,-249.51,6,9,572.04,1.1377,0.4552,2426.31,382.3447,0.437,-2.862,-3.284,0,0,0.0,0.0,0.0,0.0,0.0,3.6,36.613,438.833,90.719,73,3,5,374.29,0.6181,0.2662,950.6,216.35,5.648,5.094,0.27,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-358.037,80.7,96.375,35
Lixudebart,G1,Kappa,30718.88,-71.83,217,214,431,15400.9,-143.2,8,21,1353.58,0.6782,0.4622,4288.83,740.6562,-8.635,1.374,-14.06,0,0,0.0,0.0,0.0,0.0,0.0,4.52,527.41,538.14,-179.906,58,4,8,459.65,0.6559,0.5826,1477.34,295.5057,-4.36,5.644,-4.392,0,0,0.0,0.0,0.0,0.0,0.0,1.8,154.444,236.447,-221.566,36
Lomtegovimab,G1,Kappa,25379.16,-159.71,218,214,432,13555.78,-212.92,5,15,1019.43,0.6157,0.3328,2665.81,332.8533,-6.917,16.579,8.502,0,0,0.0,0.0,0.0,0.0,0.0,6.33,184.373,-146.582,-158.043,71,5,7,629.48,0.6157,0.3604,2045.67,306.824,-8.89,-4.241,4.886,0,0,0.0,0.0,0.0,0.0,0.0,3.62,265.995,170.74,-151.018,41
Lumrotatug,G1,Kappa,28163.87,-51.27,217,214,431,14290.49,-211.74,5,16,1590.22,0.6915,0.3053,3940.02,664.0807,10.27,7.656,-10.628,1,4,476.31,119.0778,119.0778,476.31,56718.057,4.52,-87.471,576.009,-291.065,61,2,6,363.49,0.2234,0.0102,640.11,61.8064,2.766,8.76,-3.787,0,0,0.0,0.0,0.0,0.0,0.0,1.79,22.41,-62.677,-193.08,37
Lunlekitug,G1,Kappa,34930.06,-179.45,216,220,436,21008.55,-132.63,6,33,3370.2,0.768,0.5611,5878.29,1787.2502,-4.33,9.194,-2.539,1,4,718.35,179.5869,179.5869,718.35,129005.8516,4.51,698.545,149.907,-1002.027,58,4,6,613.73,0.768,0.4928,1681.33,471.3333,-4.809,1.345,1.926,0,0,0.0,0.0,0.0,0.0,0.0,1.8,305.12,313.666,-266.41,30
Lusvertikimab,G4,Kappa,29058.96,-17.58,206,214,420,13690.28,-151.58,7,15,1349.95,0.9411,0.4972,4315.56,1224.4297,1.144,-5.561,-6.595,0,0,0.0,0.0,0.0,0.0,0.0,5.42,449.941,684.224,-12.518,67,3,11,606.49,0.6477,0.5305,1584.81,338.6523,4.862,-0.932,2.702,0,0,0.0,0.0,0.0,0.0,0.0,2.71,93.963,-155.761,-220.208,37
Magrolimab,G4,Kappa,28389.23,-240.91,201,219,420,14638.26,-231.58,6,15,994.85,0.6382,0.3277,3291.31,446.4884,1.525,-1.151,-8.79,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-177.874,589.424,-441.102,72,4,8,511.27,0.6382,0.3885,1502.96,238.6125,2.471,9.274,-1.295,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-356.35,31.516,-217.602,36
Manfidokimab,G4,Kappa,26871.83,-186.76,200,214,414,12992.53,-150.1,4,13,1197.91,0.7342,0.4893,2566.64,397.725,13.032,-6.775,-14.097,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-221.44,481.914,197.774,69,2,7,396.11,0.7342,0.6777,782.45,283.6291,8.736,6.814,-2.257,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-317.974,-80.279,-50.632,37
Margetuximab,G1,Kappa,24437.05,-156.81,218,214,432,11856.07,-161.28,6,10,818.13,0.6673,0.4468,2948.16,545.9381,2.48,-0.056,-2.929,0,0,0.0,0.0,0.0,0.0,0.0,7.24,131.584,-116.507,-151.968,75,4,5,402.12,0.8895,0.4928,1392.67,313.6798,-1.08,-6.909,-6.414,0,0,0.0,0.0,0.0,0.0,0.0,4.53,285.868,81.189,226.675,42
Maridebart,G1,Kappa,25094.0,-192.76,218,214,432,12622.43,-208.61,6,16,1031.62,0.9286,0.5725,3415.92,552.4548,-16.178,-10.977,-4.659,0,0,0.0,0.0,0.0,0.0,0.0,4.51,466.502,-162.511,-535.813,69,3,7,354.58,0.7689,0.632,965.27,209.7172,-6.786,-9.566,-3.098,0,0,0.0,0.0,0.0,0.0,0.0,1.8,284.735,79.617,-222.196,33
Marstacimab,G1,Lambda,25301.86,-188.07,218,218,436,13326.06,-185.46,7,6,362.49,0.8395,0.2553,1995.07,275.2294,3.142,-8.145,8.215,0,0,0.0,0.0,0.0,0.0,0.0,4.52,195.225,-543.266,-4.467,56,4,6,345.41,0.8395,0.2398,1096.67,213.9326,-5.851,-5.051,-2.996,0,0,0.0,0.0,0.0,0.0,0.0,2.71,208.484,-281.035,297.637,29
Masavibart,G1,Lambda,24580.5,-242.82,218,216,434,11955.56,-212.14,9,7,398.65,0.8896,0.3984,2746.43,255.1513,12.502,2.505,-4.21,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-257.224,-480.026,-415.146,55,4,7,381.54,0.6687,0.3288,1207.56,255.1513,6.529,-8.168,4.561,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-49.094,-60.077,-340.223,26
Mavrilimumab,G4,Lambda,22035.02,-418.09,204,217,421,9719.43,-234.13,4,20,1405.58,1.0609,0.3919,2849.82,232.1537,-2.044,-3.491,-9.143,0,0,0.0,0.0,0.0,0.0,0.0,5.42,47.113,108.941,800.538,66,1,4,286.27,0.5681,0.5681,286.27,162.6219,-0.319,-4.565,-2.223,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-75.184,172.687,-1.117,32
Mazorelvimab,G1,Kappa,30660.0,-163.42,218,219,437,15262.43,-194.68,10,11,1051.32,0.9532,0.4887,4422.78,652.9619,13.1,-1.263,-0.638,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-303.354,-58.077,-462.942,63,4,8,617.65,0.6933,0.4499,1566.45,419.4198,4.577,6.663,6.822,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-74.63,-107.199,-264.515,39
Mecbotamab,G1,Kappa,28422.77,-192.85,218,214,432,14061.98,-209.32,7,19,1253.74,0.9765,0.4369,3582.7,716.5863,11.017,6.417,-12.45,0,0,0.0,0.0,0.0,0.0,0.0,7.24,-338.359,27.697,911.889,68,4,5,354.27,1.2416,0.6037,1162.42,439.852,6.622,10.211,-7.263,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-11.219,-192.201,262.433,39
Melrilimab,G2,Kappa,26406.41,-175.1,207,214,421,12820.32,-279.71,8,11,830.21,1.1417,0.6707,3112.63,605.8452,-0.134,-8.857,0.495,0,0,0.0,0.0,0.0,0.0,0.0,3.59,-210.106,180.926,-216.664,73,2,6,407.18,0.9354,0.7966,778.4,380.8616,3.121,2.25,3.027,0,0,0.0,0.0,0.0,0.0,0.0,1.79,-219.78,-108.289,-253.979,39
Mepolizumab,G1,Kappa,28719.91,-194.46,217,220,437,14344.83,-225.24,8,10,565.41,1.0247,0.4871,3109.76,340.511,20.281,4.968,6.616,0,0,0.0,0.0,0.0,0.0,0.0,5.43,380.982,722.223,330.339,56,4,7,412.85,1.0247,0.5491,1282.61,340.511,14.653,10.032,3.946,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-13.388,-46.566,150.983,37
Metelimumab,G4,Kappa,23554.72,-391.82,207,214,421,11506.06,-243.56,4,14,855.15,0.554,0.1816,2152.25,473.7458,4.317,0.676,-13.454,0,0,0.0,0.0,0.0,0.0,0.0,4.51,367.955,683.305,-607.291,70,2,7,451.88,0.4982,0.1469,752.24,225.1156,1.124,12.014,-1.158,0,0,0.0,0.0,0.0,0.0,0.0,1.8,28.257,-37.47,-351.501,36
Mevonlerbart,G4,Kappa,27136.34,-166.85,199,214,413,12571.9,-143.72,8,12,822.8,1.3142,0.5643,4204.05,686.7291,-0.035,0.223,4.876,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-46.363,875.402,-46.883,61,4,6,522.54,1.3142,0.6181,1717.99,686.7291,2.791,1.715,10.324,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-326.075,383.571,-493.456,35
Mezagitamab,G1,Lambda,25220.65,-244.49,221,216,437,13480.94,-247.87,4,7,542.85,0.8661,0.3595,1619.05,262.0031,-3.426,3.896,-0.732,0,0,0.0,0.0,0.0,0.0,0.0,6.33,296.024,11.281,-387.976,67,0,0,0.0,0.0,0.0,0.0,0.0,-5.418,2.349,-3.796,0,0,0.0,0.0,0.0,0.0,0.0,1.8,172.048,145.594,3.669,31
Mibavademab,G4,Kappa,25210.65,-44.02,203,215,418,11446.25,-216.97,6,13,1235.11,0.8045,0.614,4018.64,872.1874,7.62,-3.002,-4.312,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-327.982,608.687,190.659,67,2,9,480.26,0.6323,0.519,902.44,266.9642,7.307,4.776,2.593,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-306.404,-9.258,50.5,36
Miptenalimab,G4,Kappa,30827.45,-143.53,206,214,420,17114.73,-125.04,5,21,1442.49,0.6861,0.4122,3178.13,323.7151,9.453,-5.554,-6.024,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-144.725,183.458,398.916,66,2,7,617.16,0.6861,0.6053,1000.27,323.7151,7.706,6.223,1.897,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-378.864,-91.996,-45.317,32
Mirikizumab,G4,Kappa,24238.08,-72.71,199,214,413,11518.79,-141.86,6,22,1288.14,0.85,0.5986,4089.12,624.1036,0.839,-14.289,-0.044,0,0,0.0,0.0,0.0,0.0,0.0,5.42,220.908,787.269,276.289,71,2,6,448.05,0.8615,0.7506,804.45,386.0046,0.667,0.764,6.057,0,0,0.0,0.0,0.0,0.0,0.0,2.71,175.743,31.224,-139.305,42
Misitatug,G1,Kappa,28273.22,15.8,222,213,435,16041.26,-95.1,7,14,1024.35,1.1749,0.4297,3961.65,853.4562,2.542,-5.457,-5.976,1,4,632.32,158.0795,158.0795,632.32,99956.4988,5.42,122.135,-1.724,-155.296,69,4,14,1024.35,0.6595,0.3598,2305.17,675.5695,8.041,-6.251,-7.877,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-178.484,136.788,13.318,38
Mitazalimab,G1,Lambda,30038.4,224.73,217,217,434,14913.59,-74.24,5,45,3862.08,0.6899,0.3579,5426.27,2664.4754,1.075,9.077,3.452,1,11,906.25,82.386,82.386,906.25,74661.9969,4.52,-244.603,342.561,249.624,52,2,7,303.74,0.2819,0.0867,552.67,70.1701,-3.88,1.545,4.8,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-232.53,211.178,-19.893,26
Modotuximab,G1,Kappa,25591.04,-259.26,217,219,436,12442.64,-206.52,3,22,1699.59,0.5768,0.3837,2673.89,614.0379,10.946,-4.251,-2.642,1,4,235.15,58.7867,58.7867,235.15,13823.5106,6.33,-411.49,185.925,-207.852,66,2,7,444.23,0.5768,0.4614,807.72,209.6493,7.611,4.667,3.926,1,4,235.15,58.7867,58.7867,235.15,13823.5106,2.71,-95.032,-236.586,-143.841,38
Mogamulizumab,G1,Kappa,28432.51,-70.91,217,219,436,15678.06,-136.76,5,27,2211.89,0.9623,0.6449,4610.69,1007.6923,-9.126,2.514,-3.205,1,5,352.97,70.5941,70.5941,352.97,24917.6562,5.42,-27.84,-24.511,269.584,68,3,19,1224.94,0.9253,0.6517,2463.13,772.1782,-3.03,7.995,2.356,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-179.454,-69.954,20.886,39
Monalizumab,G4,Kappa,29503.19,-25.34,209,214,423,13714.58,-146.96,8,14,1282.24,0.9358,0.4924,4776.85,1199.8588,11.074,5.573,11.194,1,5,286.93,57.3869,57.3869,286.93,16466.2713,6.33,115.593,-11.738,896.378,72,3,6,575.58,1.1554,0.5646,1172.3,665.0356,8.466,11.159,5.385,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-126.046,-252.458,543.299,39
Motavizumab,G1,Kappa,24079.85,-25.0,218,213,431,11706.77,-174.88,7,13,1142.04,0.9933,0.5794,3859.48,1018.9131,-2.464,-1.503,-1.04,0,0,0.0,0.0,0.0,0.0,0.0,5.43,129.803,814.943,203.233,67,4,7,390.31,0.7264,0.4825,1263.67,235.373,-6.919,6.349,5.266,0,0,0.0,0.0,0.0,0.0,0.0,2.71,251.762,69.528,242.434,38
Mupadolimab,G1,Kappa,28216.19,-200.74,220,218,438,15677.88,-209.4,4,18,1361.9,0.8043,0.574,3524.27,1082.9971,-16.572,-0.658,16.141,1,4,504.42,126.1052,126.1052,504.42,63610.1117,5.42,-108.184,-163.427,-231.943,77,3,9,656.53,0.7402,0.5503,1233.72,405.1056,-6.711,-7.917,5.213,0,0,0.0,0.0,0.0,0.0,0.0,3.61,118.938,-53.381,-236.883,39
Murlentamab,G1,Kappa,24693.3,-110.14,213,213,426,11967.97,-157.69,5,8,606.72,0.7791,0.4284,2436.56,341.0648,-1.11,-1.215,-7.547,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-396.224,153.257,633.513,68,2,5,344.14,0.6009,0.448,629.7,206.7896,-6.604,7.306,-8.667,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-312.561,-198.774,420.229,35
Nadecnemab,G4,Kappa,23263.07,-244.82,208,214,422,12491.37,-214.7,5,26,1453.36,0.8217,0.4308,3041.15,633.4335,-7.862,0.52,-5.683,1,4,474.15,118.5384,118.5384,474.15,56205.443,4.52,692.895,-192.62,174.135,61,3,14,763.38,0.6721,0.4549,1389.73,410.9096,-3.981,-7.508,-2.728,0,0,0.0,0.0,0.0,0.0,0.0,1.8,585.291,211.995,-253.268,32
Nadunolimab,G1,Kappa,24028.03,-80.86,215,214,429,12148.98,-190.01,7,12,1205.89,0.9666,0.456,3936.57,1165.6751,1.007,-4.113,-4.786,1,7,758.37,108.3388,108.3388,758.37,82161.0271,6.33,329.069,466.514,280.819,65,5,7,850.26,0.9099,0.4421,2044.2,773.6184,-4.468,9.093,-0.612,0,0,0.0,0.0,0.0,0.0,0.0,3.62,69.576,-32.065,120.154,36
Namilumab,G1,Kappa,25507.73,-190.06,217,214,431,12123.51,-242.05,5,13,1078.08,0.7813,0.443,2859.01,554.5011,-0.989,-4.479,1.582,0,0,0.0,0.0,0.0,0.0,0.0,4.52,20.48,-13.186,332.877,63,2,7,463.11,0.6772,0.3786,740.24,313.609,0.578,6.275,5.826,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-164.343,-242.734,-3.565,36
Narlumosbart,G4,Kappa,27396.9,-220.82,206,215,421,12415.22,-252.91,7,11,616.12,1.0267,0.3166,2662.27,388.7944,-0.312,1.032,-2.645,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-887.292,-61.421,446.221,61,2,7,398.67,0.6592,0.2397,601.68,262.7885,4.061,6.614,-2.002,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-823.523,-128.789,176.476,35
Natalizumab,G4,Kappa,23153.42,-208.23,207,213,420,11400.69,-206.26,2,18,1707.9,0.727,0.5529,2812.22,1241.6878,-0.23,-4.439,1.316,0,0,0.0,0.0,0.0,0.0,0.0,5.42,420.448,-59.558,-293.423,80,2,7,418.4,0.6438,0.5406,783.41,234.9803,4.174,-12.812,-2.448,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-27.711,114.368,101.434,41
Navenibart,G1,Kappa,25247.51,-242.08,219,214,433,12546.16,-173.5,8,8,610.64,1.1546,0.3437,3050.78,705.045,-3.626,-3.915,-8.704,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-331.839,43.827,-258.824,65,3,8,571.99,1.1564,0.5681,1207.37,381.2104,-3.44,-0.369,-4.72,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-13.052,-80.49,9.195,42
Naxitamab,G1,Kappa,27432.22,-89.37,217,211,428,13345.46,-219.86,8,15,888.25,0.6951,0.4271,4068.97,411.1421,6.276,-6.911,-10.111,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-122.6,1060.868,284.137,59,3,10,520.11,0.5586,0.351,1211.66,192.5511,1.713,-1.15,-7.69,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-305.074,281.361,282.467,34
Nebokitug,G1,Kappa,26311.52,-178.92,218,218,436,12389.82,-201.93,6,9,608.5,0.7908,0.4102,2467.51,349.2772,7.714,3.761,-2.25,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-425.231,835.806,275.768,67,3,7,434.31,0.8245,0.4379,1029.24,298.3902,1.657,9.432,2.587,0,0,0.0,0.0,0.0,0.0,0.0,1.79,-188.485,-185.96,-55.508,42
Necitumumab,G1,Kappa,26038.95,-254.11,219,214,433,12375.7,-238.51,7,11,1093.79,0.8569,0.3384,3372.75,937.2576,-10.011,-3.637,5.374,1,4,329.55,82.3872,82.3872,329.55,27150.5817,4.52,-47.525,206.948,206.419,64,2,8,461.11,0.6702,0.4483,812.96,235.8148,0.167,3.218,9.507,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-38.246,14.571,-369.58,38
Negalstobart,G4,Kappa,27885.91,-171.43,204,215,419,12653.36,-229.54,6,21,2200.35,1.0468,0.5379,3940.69,1384.7456,4.114,-3.346,5.346,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-543.91,627.713,-259.897,67,3,7,557.8,1.0468,0.7668,1166.16,348.8857,2.873,4.594,2.905,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-293.715,-170.44,-446.191,36
Nelistotug,G1,Kappa,25070.78,-341.42,220,213,433,11368.5,-209.86,7,8,527.0,0.7123,0.3262,2689.7,303.9943,2.601,-7.846,-1.003,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-277.651,229.783,-640.332,64,2,7,386.82,0.6709,0.2363,680.15,259.5088,1.831,-9.61,-3.024,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-128.906,244.874,-60.252,37
Nemolizumab,G2,Kappa,24368.05,-351.15,205,214,419,12509.41,-294.84,4,24,1493.21,0.9076,0.5863,2641.95,349.698,7.501,-8.11,-5.283,0,0,0.0,0.0,0.0,0.0,0.0,5.42,389.737,133.485,-151.524,74,3,7,416.17,0.6983,0.3543,1070.8,250.7085,6.665,4.565,2.412,0,0,0.0,0.0,0.0,0.0,0.0,3.61,397.187,17.173,-439.333,40
