Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Ch_A_length,Ch_B_length,Fab_Total_AAs,N_Disulfide_Bonds,N_Salt_Bridges,N_Hydrogen_Bonds,Delta_H_REF,Delta_Cp_Proxy,Hydrophobic_SASA_Folded,Polar_SASA_Folded,Hydrophobic_SASA_Unfolded,Polar_SASA_Unfolded,Delta_SASA_Hydrophobic,Delta_SASA_Polar,Delta_G_NU,Delta_G_NU_at_T_REF,Delta_S_REF,Tm_Proxy_K,Tm_Proxy_C,T_Onset_Proxy_K,T_Onset_Proxy_C,N_Helix,N_Sheet,N_Coil,Pct_Helix,Pct_Sheet,Pct_Coil,Chain_N_Disulfide_Bonds,Chain_N_Salt_Bridges,Chain_N_Hydrogen_Bonds,Chain_Delta_H_REF,Chain_Delta_Cp_Proxy,Chain_Hydrophobic_SASA_Folded,Chain_Polar_SASA_Folded,Chain_Hydrophobic_SASA_Unfolded,Chain_Polar_SASA_Unfolded,Chain_Delta_SASA_Hydrophobic,Chain_Delta_SASA_Polar,Chain_Delta_G_NU,Chain_Delta_G_NU_at_T_REF,Chain_Delta_S_REF,Chain_Tm_Proxy_K,Chain_Tm_Proxy_C,Chain_T_Onset_Proxy_K,Chain_T_Onset_Proxy_C
Bimekizumab,G1,Kappa,27774.49,223,214,437,2,21,281,-181.132,5.025,7674.708,10454.572,29545.0,30548.0,21870.292,20093.428,-197163.992,-197163.992,1369.868,273.15,0.0,273.15,0.0,15,155,254,3.54,36.56,59.91,1,5,141,-78.974,2.39,3441.056,5118.75,13960.0,15005.0,10518.944,9886.25,-197163.992,-197163.992,661.026,273.15,0.0,273.15,0.0
Bintrafusp,G1,Lambda,21353.4,218,216,434,4,22,236,-215.251,5.272,4989.944,9771.281,28359.0,32052.0,23369.056,22280.719,-183225.097,-183225.097,1254.749,273.15,0.0,273.15,0.0,41,191,191,9.69,45.15,45.15,2,10,117,-111.835,2.144,2126.596,5401.745,12612.0,17242.0,10485.404,11840.255,-183225.097,-183225.097,614.165,273.15,0.0,273.15,0.0
Birinkibart,G4,Kappa,22851.5,207,214,421,4,25,236,-229.752,5.15,4889.9,9654.418,27093.0,29647.0,22203.1,19992.582,-184665.316,-184665.316,1229.248,273.15,0.0,273.15,0.0,22,193,197,5.34,46.84,47.82,2,16,108,-115.015,2.479,2599.39,4821.412,13703.0,15622.0,11103.61,10800.588,-184665.316,-184665.316,618.985,273.15,0.0,273.15,0.0
Birtamimab,G1,Kappa,29275.63,217,219,436,2,19,295,-167.843,4.646,8446.293,11239.797,29000.0,30762.0,20553.707,19522.203,-209741.076,-209741.076,1399.157,273.15,0.0,273.15,0.0,16,166,242,3.77,39.15,57.08,1,12,147,-93.84,2.17,4206.411,5533.476,14037.0,15306.0,9830.589,9772.524,-209741.076,-209741.076,703.16,273.15,0.0,273.15,0.0
Bleselumab,G4,Kappa,28875.13,205,213,418,2,9,281,-111.056,4.201,8557.752,11957.346,27390.0,30305.0,18832.248,18347.654,-196522.144,-196522.144,1341.944,273.15,0.0,273.15,0.0,13,114,281,3.19,27.94,68.87,1,5,136,-69.093,2.132,3636.27,5957.45,13445.0,15981.0,9808.73,10023.55,-196522.144,-196522.144,658.907,273.15,0.0,273.15,0.0
Blosozumab,G4,Kappa,24260.78,202,214,416,3,21,275,-230.637,5.03,5614.511,9983.31,27030.0,28744.0,21415.489,18760.69,-184413.91,-184413.91,1271.363,273.15,0.0,273.15,0.0,17,116,280,4.12,28.09,67.8,1,12,123,-120.878,2.658,2164.874,5137.116,13703.0,15680.0,11538.126,10542.884,-184413.91,-184413.91,618.122,273.15,0.0,273.15,0.0
Bococizumab,G2,Kappa,25165.9,202,214,416,4,15,307,-236.669,4.55,5853.223,10910.619,26278.0,30865.0,20424.777,19954.381,-195640.752,-195640.752,1304.331,273.15,0.0,273.15,0.0,17,136,256,4.16,33.25,62.59,2,7,155,-127.244,2.372,2550.221,5743.171,13248.0,16289.0,10697.779,10545.829,-195640.752,-195640.752,655.756,273.15,0.0,273.15,0.0
Bocunebart,G1,Kappa,24584.72,210,216,426,2,13,260,-139.063,4.985,7237.483,8832.85,28795.0,28373.0,21557.517,19540.15,-199584.399,-199584.399,1307.937,273.15,0.0,273.15,0.0,15,136,268,3.58,32.46,63.96,1,9,139,-90.896,2.177,3524.18,4709.533,13544.0,14956.0,10019.82,10246.467,-199584.399,-199584.399,669.104,273.15,0.0,273.15,0.0
Bosakitug,G1,Kappa,25082.83,215,214,429,2,18,250,-164.851,4.558,6605.958,9431.988,27727.0,31290.0,21121.042,21858.012,-196121.883,-196121.883,1293.149,273.15,0.0,273.15,0.0,18,83,314,4.34,20.0,75.66,1,7,131,-72.447,2.119,3622.121,4609.542,13654.0,15378.0,10031.879,10768.458,-196121.883,-196121.883,657.553,273.15,0.0,273.15,0.0
Boserolimab,G1,Kappa,27834.76,214,213,427,2,20,256,-143.536,4.482,8018.558,10899.57,28201.0,30729.0,20182.442,19829.43,-195261.836,-195261.836,1332.464,273.15,0.0,273.15,0.0,18,106,283,4.42,26.04,69.53,1,13,129,-99.422,2.199,3423.118,5239.192,13635.0,15845.0,10211.882,10605.808,-195261.836,-195261.836,654.578,273.15,0.0,273.15,0.0
Botensilimab,G1,Kappa,25593.33,216,214,430,0,15,295,-183.216,5.121,6871.365,10321.661,28889.0,30031.0,22017.635,19709.339,-196512.09,-196512.09,1341.784,273.15,0.0,273.15,0.0,14,126,283,3.31,29.79,66.9,0,12,148,-125.316,2.366,2827.379,5127.826,13395.0,15353.0,10567.621,10225.174,-196512.09,-196512.09,658.684,273.15,0.0,273.15,0.0
Brazikumab,G2,Lambda,23488.74,208,217,425,4,20,280,-230.881,5.145,5804.758,10670.089,27836.0,30219.0,22031.242,19548.911,-192205.256,-192205.256,1299.119,273.15,0.0,273.15,0.0,20,175,218,4.84,42.37,52.78,2,8,136,-111.715,2.484,2571.396,5515.493,13526.0,15850.0,10954.604,10334.507,-192205.256,-192205.256,644.285,273.15,0.0,273.15,0.0
Bremzalerbart,G4,Kappa,25603.63,200,214,414,2,11,272,-170.162,4.988,6153.503,11263.768,27544.0,30305.0,21390.497,19041.232,-190597.028,-190597.028,1266.838,273.15,0.0,273.15,0.0,11,114,276,2.74,28.43,68.83,1,7,126,-81.006,2.736,3079.755,4836.885,14555.0,14550.0,11475.245,9713.115,-190597.028,-190597.028,638.994,273.15,0.0,273.15,0.0
Brentuximab,G1,Kappa,26932.28,215,218,433,2,8,274,-135.158,4.928,7153.682,11157.158,28818.0,31475.0,21664.318,20317.842,-197804.712,-197804.712,1328.842,273.15,0.0,273.15,0.0,23,136,257,5.53,32.69,61.78,1,4,135,-67.787,2.411,3488.516,5560.872,13975.0,15182.0,10486.484,9621.128,-197804.712,-197804.712,663.213,273.15,0.0,273.15,0.0
Brodalumab,G2,Kappa,26072.3,200,214,414,2,13,319,-211.847,4.532,6686.137,11281.754,26881.0,30731.0,20194.863,19449.246,-203497.071,-203497.071,1329.153,273.15,0.0,273.15,0.0,21,130,254,5.19,32.1,62.72,1,6,163,-106.826,2.431,3366.969,5502.754,13995.0,15355.0,10628.031,9852.246,-203497.071,-203497.071,682.174,273.15,0.0,273.15,0.0
Budigalimab,G1,Kappa,25291.76,216,219,435,3,29,262,-234.462,5.118,6221.539,9796.221,28344.0,29830.0,22122.461,20033.779,-196743.608,-196743.608,1319.538,273.15,0.0,273.15,0.0,16,169,238,3.78,39.95,56.26,2,12,131,-110.489,2.601,3060.429,4790.078,14257.0,14837.0,11196.571,10046.922,-196743.608,-196743.608,659.511,273.15,0.0,273.15,0.0
Bulumtatug,G1,Kappa,23541.04,217,220,437,3,20,264,-199.385,5.263,6264.615,9221.53,29514.0,31238.0,23249.385,22016.47,-193375.236,-193375.236,1317.615,273.15,0.0,273.15,0.0,32,152,245,7.46,35.43,57.11,1,10,134,-114.801,2.417,2527.947,4909.982,13763.0,16604.0,11235.053,11694.018,-193375.236,-193375.236,648.199,273.15,0.0,273.15,0.0
Burfiralimab,G4,Kappa,28496.0,202,214,416,2,14,317,-206.221,4.548,6991.158,11492.135,26583.0,29104.0,19591.842,17611.865,-198584.322,-198584.322,1339.779,273.15,0.0,273.15,0.0,15,117,275,3.69,28.75,67.57,1,7,154,-110.315,2.378,3027.403,5403.662,13513.0,15299.0,10485.597,9895.338,-198584.322,-198584.322,665.685,273.15,0.0,273.15,0.0
Burosumab,G1,Kappa,25593.98,215,213,428,2,11,250,-136.901,5.169,6603.952,10714.089,28798.0,30520.0,22194.048,19805.911,-191025.664,-191025.664,1284.099,273.15,0.0,273.15,0.0,22,117,271,5.37,28.54,66.1,1,5,128,-71.537,2.299,3218.531,4938.548,13730.0,15561.0,10511.469,10622.452,-191025.664,-191025.664,640.463,273.15,0.0,273.15,0.0
Cabiralizumab,G4,Kappa,24020.19,206,218,424,4,23,273,-237.824,5.005,5727.046,10268.387,27460.0,30137.0,21732.954,19868.613,-191981.938,-191981.938,1291.176,273.15,0.0,273.15,0.0,13,133,270,3.12,31.97,64.9,2,14,135,-142.568,2.658,2257.296,4600.152,13835.0,15252.0,11577.704,10651.848,-191981.938,-191981.938,643.432,273.15,0.0,273.15,0.0
Cafelkibart,G1,Kappa,25305.11,221,219,440,4,21,280,-206.53,5.195,6938.785,9693.139,29586.0,30572.0,22647.215,20878.861,-201841.282,-201841.282,1358.47,273.15,0.0,273.15,0.0,25,162,243,5.81,37.67,56.51,2,10,149,-119.422,2.794,3103.137,4675.64,15003.0,15110.0,11899.863,10434.36,-201841.282,-201841.282,676.578,273.15,0.0,273.15,0.0
Camoteskimab,G1,Kappa,22991.29,223,214,437,3,20,294,-243.811,5.188,5687.548,9327.65,28835.0,31675.0,23147.452,22347.35,-193341.246,-193341.246,1333.189,273.15,0.0,273.15,0.0,26,187,219,6.02,43.29,50.69,2,9,145,-124.949,2.467,2562.025,4518.981,13699.0,15517.0,11136.975,10998.019,-193341.246,-193341.246,648.051,273.15,0.0,273.15,0.0
Camrelizumab,G4,Kappa,28056.39,200,214,414,2,16,288,-160.005,4.478,7999.81,11292.59,27670.0,29710.0,19670.19,18417.41,-201481.126,-201481.126,1333.995,273.15,0.0,273.15,0.0,10,102,285,2.52,25.69,71.79,1,9,147,-96.553,2.355,3617.887,5651.856,14112.0,15761.0,10494.113,10109.144,-201481.126,-201481.126,675.447,273.15,0.0,273.15,0.0
Canakinumab,G1,Kappa,27390.65,216,214,430,4,19,261,-162.072,4.877,7637.135,10525.605,28874.0,30058.0,21236.865,19532.395,-194721.43,-194721.43,1334.928,273.15,0.0,273.15,0.0,25,160,233,5.98,38.28,55.74,2,12,133,-111.274,2.35,3109.026,5424.406,13559.0,15453.0,10449.974,10028.594,-194721.43,-194721.43,652.726,273.15,0.0,273.15,0.0
Canrivitug,G1,Lambda,24922.95,219,218,437,4,23,279,-202.881,4.884,7364.76,11332.933,29154.0,32370.0,21789.24,21037.067,-201588.694,-201588.694,1364.119,273.15,0.0,273.15,0.0,20,126,271,4.8,30.22,64.99,2,15,142,-129.302,2.391,3227.924,6142.229,13837.0,16274.0,10609.076,10131.771,-201588.694,-201588.694,675.698,273.15,0.0,273.15,0.0
Casdozokitug,G1,Kappa,26386.41,224,220,444,0,19,304,-202.253,5.111,7109.881,10374.324,29423.0,31006.0,22313.119,20631.676,-198488.637,-198488.637,1388.747,273.15,0.0,273.15,0.0,20,104,314,4.57,23.74,71.69,0,9,142,-103.613,2.513,2975.465,4960.514,14198.0,15819.0,11222.535,10858.486,-198488.637,-198488.637,665.387,273.15,0.0,273.15,0.0
Cemiplimab,G4,Kappa,28701.32,201,214,415,2,13,271,-111.407,4.422,8783.722,11264.037,28046.0,28994.0,19262.278,17729.963,-200423.986,-200423.986,1335.593,273.15,0.0,273.15,0.0,10,112,288,2.44,27.32,70.24,1,9,132,-70.009,2.217,4079.621,6241.068,14050.0,16019.0,9970.379,9777.932,-200423.986,-200423.986,671.991,273.15,0.0,273.15,0.0
Cendakimab,G1,Kappa,27709.1,221,214,435,2,8,287,-137.716,4.839,7571.377,10601.719,29042.0,31107.0,21470.623,20505.281,-193687.824,-193687.824,1356.284,273.15,0.0,273.15,0.0,26,130,266,6.16,30.81,63.03,1,7,135,-88.665,2.112,3133.39,5516.31,13071.0,16076.0,9937.61,10559.69,-193687.824,-193687.824,649.335,273.15,0.0,273.15,0.0
Cenvacibart,G4,Kappa,26061.56,202,214,416,2,7,418,-283.654,4.911,6813.841,10564.346,28045.0,29791.0,21231.159,19226.654,-215204.935,-215204.935,1429.346,273.15,0.0,273.15,0.0,25,136,252,6.05,32.93,61.02,1,3,211,-148.698,2.42,3132.086,5546.05,13943.0,16014.0,10810.914,10467.95,-215204.935,-215204.935,721.302,273.15,0.0,273.15,0.0
Cenzestotug,G1,Kappa,26065.58,211,214,425,2,13,276,-156.1,4.864,7196.015,11320.271,28348.0,30716.0,21151.985,19395.729,-195451.557,-195451.557,1320.9,273.15,0.0,273.15,0.0,24,103,290,5.76,24.7,69.54,1,8,143,-103.8,2.211,3007.983,6101.481,13174.0,16477.0,10166.017,10375.519,-195451.557,-195451.557,655.2,273.15,0.0,273.15,0.0
Cepeprubart,G2,Kappa,28308.27,197,219,416,2,16,306,-172.28,4.336,8228.802,11482.171,27432.0,29756.0,19203.198,18273.829,-211633.332,-211633.332,1361.72,273.15,0.0,273.15,0.0,15,131,258,3.71,32.43,63.86,1,10,161,-105.532,2.226,3978.709,5387.333,14048.0,15363.0,10069.291,9975.667,-211633.332,-211633.332,709.468,273.15,0.0,273.15,0.0
Cetrelimab,G4,Kappa,23966.41,207,214,421,4,18,296,-239.812,5.273,5767.529,9962.986,28115.0,29341.0,22347.471,19378.014,-193515.598,-193515.598,1304.188,273.15,0.0,273.15,0.0,26,155,226,6.39,38.08,55.53,2,11,141,-126.369,2.598,2665.226,4980.653,13983.0,15399.0,11317.774,10418.347,-193515.598,-193515.598,648.631,273.15,0.0,273.15,0.0
Cetuximab,G1,Kappa,28369.72,217,214,431,0,10,312,-174.969,4.934,7081.241,12801.193,28559.0,32542.0,21477.759,19740.807,-195776.949,-195776.949,1361.031,273.15,0.0,273.15,0.0,10,90,317,2.4,21.58,76.02,0,9,148,-112.739,2.394,2850.439,5846.678,13406.0,15806.0,10555.561,9959.322,-195776.949,-195776.949,656.261,273.15,0.0,273.15,0.0
Cifurtilimab,G1,Kappa,28122.74,212,219,431,2,15,275,-143.026,4.734,7998.946,11548.698,28719.0,30803.0,20720.054,19254.302,-206205.981,-206205.981,1353.974,273.15,0.0,273.15,0.0,22,140,257,5.25,33.41,61.34,1,8,145,-81.656,2.157,3973.775,6082.908,13913.0,16268.0,9939.225,10185.092,-206205.981,-206205.981,691.344,273.15,0.0,273.15,0.0
Cilgavimab,G1,Kappa,28387.11,229,219,448,2,27,282,-202.281,4.903,7828.754,10672.367,29467.0,31123.0,21638.246,20450.633,-200582.615,-200582.615,1402.719,273.15,0.0,273.15,0.0,19,151,261,4.41,35.03,60.56,1,9,139,-93.556,2.233,3417.744,5905.576,13762.0,16608.0,10344.256,10702.424,-200582.615,-200582.615,672.444,273.15,0.0,273.15,0.0
Ciltistotug,G2,Kappa,31096.63,199,219,418,2,7,289,-101.482,3.939,8940.731,12395.632,26829.0,30252.0,17888.269,17856.368,-211026.894,-211026.894,1357.518,273.15,0.0,273.15,0.0,13,89,304,3.2,21.92,74.88,1,5,150,-60.415,2.043,4543.402,5994.07,13989.0,15728.0,9445.598,9733.93,-211026.894,-211026.894,707.585,273.15,0.0,273.15,0.0
Claseprubart,G4,Kappa,25558.77,201,214,415,2,14,310,-208.172,4.417,6633.107,10217.403,26482.0,29649.0,19848.893,19431.597,-199431.454,-199431.454,1321.828,273.15,0.0,273.15,0.0,31,106,271,7.6,25.98,66.42,1,8,155,-114.488,2.143,3060.495,5775.408,13038.0,16184.0,9977.505,10408.592,-199431.454,-199431.454,668.512,273.15,0.0,273.15,0.0
Clazakizumab,G1,Kappa,25346.46,218,217,435,2,23,280,-228.292,5.241,6068.303,10854.659,28668.0,31210.0,22599.697,20355.341,-195398.701,-195398.701,1326.708,273.15,0.0,273.15,0.0,22,116,278,5.29,27.88,66.83,1,13,138,-125.049,2.404,2758.042,6062.702,13467.0,16371.0,10708.958,10308.298,-195398.701,-195398.701,654.951,273.15,0.0,273.15,0.0
Cliramitug,G1,Kappa,28839.01,218,214,432,3,20,283,-162.826,4.514,8486.951,11625.87,28708.0,31301.0,20221.049,19675.13,-202218.046,-202218.046,1382.174,273.15,0.0,273.15,0.0,39,132,252,9.22,31.21,59.57,2,11,147,-109.123,2.093,3595.066,6223.318,13316.0,16321.0,9720.934,10097.682,-202218.046,-202218.046,677.877,273.15,0.0,273.15,0.0
Cobolimab,G4,Kappa,27437.25,197,214,411,2,13,289,-173.113,4.257,7035.488,11246.492,26072.0,29706.0,19036.512,18459.508,-198066.279,-198066.279,1301.887,273.15,0.0,273.15,0.0,20,135,246,4.99,33.67,61.35,1,8,144,-97.008,2.215,3319.688,5615.036,13345.0,15561.0,10025.312,9945.964,-198066.279,-198066.279,663.992,273.15,0.0,273.15,0.0
Codrituzumab,G1,Kappa,22450.24,213,219,432,4,17,279,-228.998,5.058,5360.066,9276.752,27959.0,31156.0,22598.934,21879.248,-203131.561,-203131.561,1298.002,273.15,0.0,273.15,0.0,22,166,234,5.21,39.34,55.45,2,12,158,-143.174,2.419,2833.055,4158.105,13983.0,15594.0,11149.945,11435.895,-203131.561,-203131.561,680.826,273.15,0.0,273.15,0.0
Comekibart,G4,Kappa,25073.51,206,214,420,4,14,269,-174.231,4.657,6670.773,9971.31,27493.0,30157.0,20822.227,20185.69,-195625.831,-195625.831,1293.769,273.15,0.0,273.15,0.0,24,157,230,5.84,38.2,55.96,2,7,141,-99.2,2.158,3111.981,4954.34,13463.0,16301.0,10351.019,11346.66,-195625.831,-195625.831,655.8,273.15,0.0,273.15,0.0
Concizumab,G4,Kappa,28487.79,205,219,424,2,17,278,-161.425,4.731,7702.998,10828.941,28001.0,28914.0,20298.002,18085.059,-210434.494,-210434.494,1337.575,273.15,0.0,273.15,0.0,10,124,277,2.43,30.17,67.4,1,8,142,-61.405,2.172,4663.792,5647.347,14443.0,15251.0,9779.208,9603.653,-210434.494,-210434.494,705.595,273.15,0.0,273.15,0.0
Coramitug,G1,Kappa,28971.97,222,219,441,2,16,317,-169.591,4.688,8776.341,11273.734,29548.0,31059.0,20771.659,19785.266,-213568.479,-213568.479,1436.409,273.15,0.0,273.15,0.0,21,138,275,4.84,31.8,63.36,1,8,153,-72.932,2.217,4642.703,5369.123,14656.0,15265.0,10013.297,9895.877,-213568.479,-213568.479,716.068,273.15,0.0,273.15,0.0
Cosfroviximab,G1,Kappa,26019.32,220,214,434,2,14,271,-146.092,4.944,7556.313,9958.16,29319.0,30423.0,21762.687,20464.84,-191117.89,-191117.89,1343.908,273.15,0.0,273.15,0.0,25,148,248,5.94,35.15,58.91,1,12,129,-110.358,2.208,2825.696,4705.18,13395.0,16248.0,10569.304,11542.82,-191117.89,-191117.89,640.642,273.15,0.0,273.15,0.0
Cosibelimab,G1,Lambda,23755.15,218,218,436,4,21,232,-187.767,5.252,5769.301,10351.304,28444.0,30832.0,22674.699,20480.696,-185743.985,-185743.985,1273.233,273.15,0.0,273.15,0.0,23,183,219,5.41,43.06,51.53,2,15,109,-116.402,2.22,2423.919,5859.385,12844.0,16887.0,10420.081,11027.615,-185743.985,-185743.985,622.598,273.15,0.0,273.15,0.0
Crebankitug,G1,Lambda,21570.93,215,216,431,4,30,234,-238.699,5.325,5252.023,8859.752,28386.0,30029.0,23133.977,21169.248,-186808.491,-186808.491,1261.301,273.15,0.0,273.15,0.0,36,187,190,8.72,45.28,46.0,2,15,118,-126.867,2.251,2365.329,5007.838,12959.0,16262.0,10593.671,11254.162,-186808.491,-186808.491,626.133,273.15,0.0,273.15,0.0
Crenezumab,G4,Kappa,27247.96,196,219,415,2,10,274,-132.378,4.283,7584.884,10602.676,26785.0,29308.0,19200.116,18705.324,-203577.913,-203577.913,1305.622,273.15,0.0,273.15,0.0,10,127,264,2.49,31.67,65.84,1,7,141,-77.456,2.243,3821.755,5179.584,14105.0,15622.0,10283.245,10442.416,-203577.913,-203577.913,682.544,273.15,0.0,273.15,0.0
Crexavibart,G1,Lambda,22609.52,229,216,445,4,24,268,-259.004,4.967,4839.83,10330.377,27639.0,33534.0,22799.17,23203.623,-190856.927,-190856.927,1306.996,273.15,0.0,273.15,0.0,20,192,217,4.66,44.76,50.58,2,12,137,-136.32,2.116,2267.202,5564.54,12612.0,17242.0,10344.798,11677.46,-190856.927,-190856.927,639.68,273.15,0.0,273.15,0.0
Crizanlizumab,G2,Kappa,22827.51,206,218,424,4,30,229,-255.252,5.028,4389.939,9690.998,26454.0,30305.0,22064.061,20614.002,-188289.027,-188289.027,1220.748,273.15,0.0,273.15,0.0,33,184,194,8.03,44.77,47.2,2,15,124,-137.938,2.38,2162.474,4854.272,13171.0,16214.0,11008.526,11359.728,-188289.027,-188289.027,631.062,273.15,0.0,273.15,0.0
Crovalimab,G1,Kappa,28822.68,221,217,438,2,7,284,-119.674,4.526,8013.03,11166.75,28317.0,30978.0,20303.97,19811.25,-201218.861,-201218.861,1369.326,273.15,0.0,273.15,0.0,15,157,252,3.54,37.03,59.43,1,5,146,-81.382,1.904,3544.736,5876.544,12784.0,16185.0,9239.264,10308.456,-201218.861,-201218.861,674.618,273.15,0.0,273.15,0.0
Crusekitug,G1,Kappa,27725.39,218,217,435,3,12,296,-155.049,4.709,8038.054,12134.566,28843.0,31844.0,20804.946,19709.434,-200943.943,-200943.943,1381.951,273.15,0.0,273.15,0.0,23,109,294,5.4,25.59,69.01,2,9,141,-97.357,2.145,3505.71,6072.079,13440.0,16346.0,9934.29,10273.921,-200943.943,-200943.943,673.643,273.15,0.0,273.15,0.0
Cusatuzumab,G1,Lambda,26774.33,220,216,436,2,22,267,-165.205,5.103,7911.802,11323.102,29719.0,30586.0,21807.198,19262.898,-198765.456,-198765.456,1360.795,273.15,0.0,273.15,0.0,20,133,270,4.73,31.44,63.83,1,9,126,-67.564,2.479,3937.44,5465.159,14689.0,15266.0,10751.56,9800.841,-198765.456,-198765.456,666.436,273.15,0.0,273.15,0.0
Daclizumab,G1,Kappa,24768.93,214,213,427,4,20,292,-234.288,4.509,6148.493,10462.876,26983.0,31918.0,20834.507,21455.124,-195970.893,-195970.893,1323.712,273.15,0.0,273.15,0.0,30,168,220,7.18,40.19,52.63,2,14,148,-145.197,2.216,2672.104,5003.672,13171.0,16287.0,10498.896,11283.328,-195970.893,-195970.893,656.803,273.15,0.0,273.15,0.0
Dalidnetug,G1,Kappa,29492.51,217,219,436,2,17,282,-155.594,4.413,8096.224,10934.641,28006.0,30569.0,19909.776,19634.359,-202309.54,-202309.54,1375.406,273.15,0.0,273.15,0.0,20,110,295,4.71,25.88,69.41,1,9,143,-95.772,2.354,3489.132,4809.831,13977.0,14911.0,10487.868,10101.169,-202309.54,-202309.54,678.228,273.15,0.0,273.15,0.0
Daratumumab,G1,Kappa,25850.29,220,214,434,2,17,258,-149.169,5.442,7393.258,10111.152,30204.0,29392.0,22810.742,19280.848,-193022.386,-193022.386,1329.831,273.15,0.0,273.15,0.0,22,160,240,5.21,37.91,56.87,1,12,128,-101.942,2.446,3122.334,5180.373,13941.0,15446.0,10818.666,10265.627,-193022.386,-193022.386,647.058,273.15,0.0,273.15,0.0
Daretabart,G1,Kappa,30027.77,211,220,431,1,15,294,-147.618,4.582,8415.273,11547.57,28289.0,29674.0,19873.727,18126.43,-212475.994,-212475.994,1382.382,273.15,0.0,273.15,0.0,20,128,270,4.78,30.62,64.59,0,10,142,-61.558,2.238,4817.66,5422.285,14584.0,14440.0,9766.34,9017.715,-212475.994,-212475.994,712.442,273.15,0.0,273.15,0.0
Dargistotug,G1,Kappa,27086.53,220,213,433,2,10,283,-154.579,5.044,7056.837,11521.824,29109.0,31969.0,22052.163,20447.176,-194770.593,-194770.593,1337.421,273.15,0.0,273.15,0.0,30,120,273,7.09,28.37,64.54,1,10,130,-88.031,2.194,3438.74,5751.046,13517.0,16026.0,10078.26,10274.954,-194770.593,-194770.593,652.969,273.15,0.0,273.15,0.0
Datopotamab,G1,Kappa,26353.92,219,214,433,3,17,306,-222.211,5.054,6551.578,10980.871,28679.0,31556.0,22127.422,20575.129,-194184.24,-194184.24,1355.789,273.15,0.0,273.15,0.0,16,160,241,3.84,38.37,57.79,1,11,139,-115.089,2.335,2876.445,5656.345,13447.0,16151.0,10570.555,10494.655,-194184.24,-194184.24,650.911,273.15,0.0,273.15,0.0
Daxdilimab,G1,Lambda,24660.26,220,216,436,4,14,276,-181.696,4.603,6652.174,10736.953,27961.0,32750.0,21308.826,22013.047,-190945.294,-190945.294,1332.304,273.15,0.0,273.15,0.0,24,172,233,5.59,40.09,54.31,2,10,132,-115.955,2.094,2561.79,5550.1,12786.0,17070.0,10224.21,11519.9,-190945.294,-190945.294,640.045,273.15,0.0,273.15,0.0
Dazukibart,G1,Kappa,28117.75,217,214,431,3,19,272,-186.44,4.894,6942.385,12183.239,28138.0,31455.0,21195.615,19271.761,-196681.366,-196681.366,1329.56,273.15,0.0,273.15,0.0,36,136,249,8.55,32.3,59.14,1,6,139,-81.601,2.295,3415.954,6471.202,13456.0,15790.0,10040.046,9318.798,-196681.366,-196681.366,659.399,273.15,0.0,273.15,0.0
Delpacibart,G1,Kappa,28476.81,214,214,428,2,11,285,-152.786,4.747,7368.541,11811.339,28041.0,30828.0,20672.459,19016.661,-201498.557,-201498.557,1338.214,273.15,0.0,273.15,0.0,24,130,261,5.78,31.33,62.89,1,8,136,-69.403,2.053,4103.868,6465.781,13456.0,15855.0,9352.132,9389.219,-201498.557,-201498.557,675.597,273.15,0.0,273.15,0.0
Denosumab,G2,Kappa,28652.74,206,215,421,4,19,288,-183.408,4.66,7863.673,11265.646,27789.0,28887.0,19925.327,17621.354,-195248.697,-195248.697,1349.592,273.15,0.0,273.15,0.0,12,128,276,2.88,30.77,66.35,2,15,143,-146.624,2.617,2575.022,5817.582,13479.0,14901.0,10903.978,9083.418,-195248.697,-195248.697,654.376,273.15,0.0,273.15,0.0
Denrakibart,G2,Kappa,29139.12,205,220,425,1,12,269,-86.626,4.384,9374.973,10828.502,28894.0,29602.0,19519.027,18773.498,-197463.185,-197463.185,1366.374,273.15,0.0,273.15,0.0,16,120,281,3.84,28.78,67.39,1,7,128,-73.953,2.396,3441.869,5030.827,14308.0,15849.0,10866.131,10818.173,-197463.185,-197463.185,662.047,273.15,0.0,273.15,0.0
Depemokimab,G1,Kappa,27610.53,217,220,437,2,10,279,-112.62,4.781,8575.22,9936.178,29840.0,30343.0,21264.78,20406.822,-200706.832,-200706.832,1379.38,273.15,0.0,273.15,0.0,15,154,261,3.49,35.81,60.7,1,6,134,-70.061,2.196,3677.561,5010.417,13964.0,15859.0,10286.439,10848.583,-200706.832,-200706.832,672.939,273.15,0.0,273.15,0.0
Devextinetug,G2,Kappa,23947.52,201,215,416,2,11,258,-162.336,5.184,5906.569,9939.583,28254.0,30060.0,22347.431,20120.417,-190963.587,-190963.587,1250.664,273.15,0.0,273.15,0.0,32,114,264,7.8,27.8,64.39,1,6,122,-68.736,2.617,3250.579,5470.796,14532.0,15627.0,11281.421,10156.204,-190963.587,-190963.587,640.264,273.15,0.0,273.15,0.0
Dinutuximab,G1,Kappa,28199.26,211,220,431,3,17,252,-142.164,4.76,7593.441,11149.12,28234.0,29967.0,20640.559,18817.88,-206001.555,-206001.555,1323.836,273.15,0.0,273.15,0.0,18,143,254,4.34,34.46,61.2,1,8,137,-68.296,2.294,4188.141,5285.649,14221.0,14595.0,10032.859,9309.351,-206001.555,-206001.555,690.704,273.15,0.0,273.15,0.0
